,block_id,gadm_code,country_code,landscan_population,worldpop_population
0,GAB.1.1_1_11,GAB.1.1_1,GAB,839.3025016463896,168.4533750089452
1,GAB.1.1_1_12,GAB.1.1_1,GAB,243.7644236556171,26.47768464695494
2,GAB.1.1_1_13,GAB.1.1_1,GAB,211.2326305157226,44.86663981073684
3,GAB.1.1_1_14,GAB.1.1_1,GAB,2415.072851184607,189.21614802091725
4,GAB.1.1_1_141,GAB.1.1_1,GAB,420.4838441139963,34.09312526400835
5,GAB.1.1_1_149,GAB.1.1_1,GAB,137.4842615107117,15.256617914159875
6,GAB.1.1_1_15,GAB.1.1_1,GAB,60.317973501949744,13.005985027021385
7,GAB.1.1_1_155,GAB.1.1_1,GAB,311.7638802910604,11.610560711062503
8,GAB.1.1_1_159,GAB.1.1_1,GAB,524.1693122624523,8.264081912821936
9,GAB.1.1_1_16,GAB.1.1_1,GAB,29.40209133040772,17.5685066649408
10,GAB.1.1_1_17,GAB.1.1_1,GAB,876.2274577029715,135.50778200188208
11,GAB.1.1_1_173,GAB.1.1_1,GAB,62.48891338715236,102.16577008302637
12,GAB.1.1_1_18,GAB.1.1_1,GAB,12.086256096656003,7.894456861047673
13,GAB.1.1_1_181,GAB.1.1_1,GAB,367.23940015982345,13.509905663367084
14,GAB.1.1_1_184,GAB.1.1_1,GAB,151.6974208604854,33.18296195661475
15,GAB.1.1_1_186,GAB.1.1_1,GAB,291.2077420860479,3131.925553787704
16,GAB.1.1_1_19,GAB.1.1_1,GAB,386.5297827809524,94.42434207158179
17,GAB.1.1_1_191,GAB.1.1_1,GAB,119.47916333321236,8.614022803329002
18,GAB.1.1_1_195,GAB.1.1_1,GAB,114.5522835237648,11.684777412324216
19,GAB.1.1_1_196,GAB.1.1_1,GAB,68.26416372437029,9.2060883672298
20,GAB.1.1_1_198,GAB.1.1_1,GAB,615.335514526782,18.65770835941805
21,GAB.1.1_1_20,GAB.1.1_1,GAB,529.5175864192863,144.4766170042671
22,GAB.1.1_1_209,GAB.1.1_1,GAB,11.9253722955748,4.035046191222759
23,GAB.1.1_1_21,GAB.1.1_1,GAB,1471.3474034163119,147.07438903713705
24,GAB.1.1_1_210,GAB.1.1_1,GAB,259.95304828252836,52.226261048078825
25,GAB.1.1_1_211,GAB.1.1_1,GAB,47.58820919598095,28.668199506630096
26,GAB.1.1_1_212,GAB.1.1_1,GAB,591.1767442986564,26.61191184725883
27,GAB.1.1_1_214,GAB.1.1_1,GAB,2.7323020947915877,0.9306322070022944
28,GAB.1.1_1_216,GAB.1.1_1,GAB,152.63060907239642,13.983497433816565
29,GAB.1.1_1_219,GAB.1.1_1,GAB,9.597445269830631,1.7810744756897723
30,GAB.1.1_1_22,GAB.1.1_1,GAB,121.13832850781516,23.683864750519607
31,GAB.1.1_1_223,GAB.1.1_1,GAB,75.76172548277327,1.7263927094237423
32,GAB.1.1_1_23,GAB.1.1_1,GAB,744.2812923034273,66.49627561495691
33,GAB.1.1_1_233,GAB.1.1_1,GAB,190.08713154080408,27.800533695160244
34,GAB.1.1_1_235,GAB.1.1_1,GAB,129.55628620969256,4.457158208411466
35,GAB.1.1_1_236,GAB.1.1_1,GAB,536.5710570911353,15.180406982893295
36,GAB.1.1_1_24,GAB.1.1_1,GAB,2905.845131638367,187.1310921305692
37,GAB.1.1_1_242,GAB.1.1_1,GAB,19.392646444944287,11.878321668013287
38,GAB.1.1_1_243,GAB.1.1_1,GAB,12.732848238147861,0.7710268323798887
39,GAB.1.1_1_244,GAB.1.1_1,GAB,29.95017581272342,2.2151182402472043
40,GAB.1.1_1_245,GAB.1.1_1,GAB,25.30497116042184,1.8435718735742936
41,GAB.1.1_1_246,GAB.1.1_1,GAB,82.89394818362842,13.782740434340457
42,GAB.1.1_1_247,GAB.1.1_1,GAB,134.28675713764108,11.4250029263076
43,GAB.1.1_1_248,GAB.1.1_1,GAB,284.14679544971386,53.23023367096795
44,GAB.1.1_1_249,GAB.1.1_1,GAB,171.8904126771638,18.669441801454457
45,GAB.1.1_1_25,GAB.1.1_1,GAB,946.3476512917971,59.97345320428548
46,GAB.1.1_1_257,GAB.1.1_1,GAB,18.22007394853028,3.741646146763629
47,GAB.1.1_1_258,GAB.1.1_1,GAB,63.93691002235205,6.695100581864777
48,GAB.1.1_1_259,GAB.1.1_1,GAB,33.9504992859424,3.5429886205815406
49,GAB.1.1_1_26,GAB.1.1_1,GAB,552.8972738946716,43.75518658040905
50,GAB.1.1_1_262,GAB.1.1_1,GAB,1.591635368763908,0.7581772762102378
51,GAB.1.1_1_264,GAB.1.1_1,GAB,261.8566896320784,24.148312591143828
52,GAB.1.1_1_265,GAB.1.1_1,GAB,200.1619002240565,15.590503192662094
53,GAB.1.1_1_269,GAB.1.1_1,GAB,22.195516612094913,5.719291101124378
54,GAB.1.1_1_27,GAB.1.1_1,GAB,11.147267097018087,3.151284603035068
55,GAB.1.1_1_274,GAB.1.1_1,GAB,0.16891370028944716,0.6023972387997163
56,GAB.1.1_1_276,GAB.1.1_1,GAB,30.752526415632616,1882.1044927043702
57,GAB.1.1_1_28,GAB.1.1_1,GAB,622.3772127373459,30.66029485131409
58,GAB.1.1_1_30,GAB.1.1_1,GAB,4.085422935327728,1.1630615978750465
59,GAB.1.1_1_304,GAB.1.1_1,GAB,0.12109673628559897,0.4321155146748704
60,GAB.1.1_1_307,GAB.1.1_1,GAB,0.5004299158574128,0.6277879465439976
61,GAB.1.1_1_31,GAB.1.1_1,GAB,11.125595496553178,1.7145976334205368
62,GAB.1.1_1_320,GAB.1.1_1,GAB,4.109977519151078,0.3693214126555242
63,GAB.1.1_1_33,GAB.1.1_1,GAB,154.17541224931335,1.8682300017982814
64,GAB.1.1_1_34,GAB.1.1_1,GAB,1037.5412095758586,199.4206043747633
65,GAB.1.1_1_343,GAB.1.1_1,GAB,1.7897358833055022,36.88978278655068
66,GAB.1.1_1_345,GAB.1.1_1,GAB,1.9641524509806967,37.958021816882706
67,GAB.1.1_1_346,GAB.1.1_1,GAB,4.6787028426616315,39.33419426838665
68,GAB.1.1_1_350,GAB.1.1_1,GAB,56.65385427539417,293.7121185758087
69,GAB.1.1_1_37,GAB.1.1_1,GAB,137.64529707488086,18.176801772344042
70,GAB.1.1_1_38,GAB.1.1_1,GAB,104.82819103868746,30.216633122974102
71,GAB.1.1_1_9,GAB.1.1_1,GAB,8.962466474713658,2.7930835422714324
72,GAB.1.2_1_1000,GAB.1.2_1,GAB,21.955362387120697,2.013600060643874
73,GAB.1.2_1_1001,GAB.1.2_1,GAB,27.458379423561777,3.0233586084022894
74,GAB.1.2_1_1002,GAB.1.2_1,GAB,22.947261215043447,2.366266965085969
75,GAB.1.2_1_1003,GAB.1.2_1,GAB,15.061375724927323,1.4743606973453813
76,GAB.1.2_1_1005,GAB.1.2_1,GAB,34.24972554127014,3.1791582028774705
77,GAB.1.2_1_1006,GAB.1.2_1,GAB,15.023418423159956,1.4445233478039328
78,GAB.1.2_1_1007,GAB.1.2_1,GAB,15.138877140242284,1.8589661002686824
79,GAB.1.2_1_101,GAB.1.2_1,GAB,25188.308163861784,3588.5652146926714
80,GAB.1.2_1_1011,GAB.1.2_1,GAB,77.34995869411782,8.62719249892101
81,GAB.1.2_1_1012,GAB.1.2_1,GAB,78.7771869173528,17.25908183251646
82,GAB.1.2_1_1013,GAB.1.2_1,GAB,165.06976988127275,31.590467083808065
83,GAB.1.2_1_1017,GAB.1.2_1,GAB,8.868025360182838,0.8815524215547236
84,GAB.1.2_1_1018,GAB.1.2_1,GAB,7.194711212354347,0.6878338712723839
85,GAB.1.2_1_1019,GAB.1.2_1,GAB,0.21744455373732927,0.2843181184117824
86,GAB.1.2_1_1020,GAB.1.2_1,GAB,15.488003511804303,2.919569295885905
87,GAB.1.2_1_1021,GAB.1.2_1,GAB,19.404732352655383,3.25728143064617
88,GAB.1.2_1_1022,GAB.1.2_1,GAB,12.184345281483845,2.1688856958418707
89,GAB.1.2_1_1023,GAB.1.2_1,GAB,60.84759504806791,16.422352339172118
90,GAB.1.2_1_1024,GAB.1.2_1,GAB,113.97511596848241,43.9347957943177
91,GAB.1.2_1_1025,GAB.1.2_1,GAB,50.4608363251202,7.116540858185426
92,GAB.1.2_1_1026,GAB.1.2_1,GAB,36.58158648073719,5.444941774815347
93,GAB.1.2_1_1027,GAB.1.2_1,GAB,1.6954009082256727,0.8178442459865358
94,GAB.1.2_1_1028,GAB.1.2_1,GAB,516.3526622060436,114.97590229834172
95,GAB.1.2_1_1029,GAB.1.2_1,GAB,408.3651301687133,77.98361614757172
96,GAB.1.2_1_103,GAB.1.2_1,GAB,519.4523662551276,305.72049807500366
97,GAB.1.2_1_1030,GAB.1.2_1,GAB,51.63173295199437,5.420469490362092
98,GAB.1.2_1_1031,GAB.1.2_1,GAB,35.18155759819256,4.196108393218467
99,GAB.1.2_1_1032,GAB.1.2_1,GAB,19.458203703697592,2.310342978535324
100,GAB.1.2_1_1033,GAB.1.2_1,GAB,22.327835284424317,2.6033928036946277
101,GAB.1.2_1_1034,GAB.1.2_1,GAB,21.444209619724248,2.475200983105024
102,GAB.1.2_1_1035,GAB.1.2_1,GAB,14.47636556770831,1.5025832778040975
103,GAB.1.2_1_1036,GAB.1.2_1,GAB,10.500485992559206,1.3078963783168154
104,GAB.1.2_1_1037,GAB.1.2_1,GAB,39.070034411246816,3.8288504803026915
105,GAB.1.2_1_1038,GAB.1.2_1,GAB,16.05457558434705,1.2474482430148917
106,GAB.1.2_1_1039,GAB.1.2_1,GAB,45.687154242321796,4.280892707693502
107,GAB.1.2_1_1040,GAB.1.2_1,GAB,32.10863870415059,3.5133135577627077
108,GAB.1.2_1_1041,GAB.1.2_1,GAB,43.210156110888455,5.2833148571645445
109,GAB.1.2_1_1042,GAB.1.2_1,GAB,16.923411833374185,1.6226842986265264
110,GAB.1.2_1_1043,GAB.1.2_1,GAB,19.200282933443184,2.509535219088436
111,GAB.1.2_1_1044,GAB.1.2_1,GAB,174.6485927829757,25.775384646045225
112,GAB.1.2_1_1045,GAB.1.2_1,GAB,22.396209014743715,2.9183540888316917
