,block_id,gadm_code,country_code,block_area,building_area,building_count,building_layers,k_complexity
3172,GAB.1.2_1_2820,GAB.1.2_1,GAB,20722.57,0.0,27,"16,11",2
3173,GAB.1.2_1_2821,GAB.1.2_1,GAB,66995.41,0.0,16,"11,5",2
3174,GAB.1.2_1_2822,GAB.1.2_1,GAB,36191.92,0.0,2,2,1
3175,GAB.1.2_1_2823,GAB.1.2_1,GAB,30904.84,0.0,0,0,1
3176,GAB.1.2_1_2824,GAB.1.2_1,GAB,3128.69,0.0,0,0,1
3177,GAB.1.2_1_2825,GAB.1.2_1,GAB,5508.73,0.0,2,2,1
3178,GAB.1.2_1_2826,GAB.1.2_1,GAB,4136.53,0.0,0,0,1
3179,GAB.1.2_1_2827,GAB.1.2_1,GAB,43.34,0.0,0,0,1
3180,GAB.1.2_1_2828,GAB.1.2_1,GAB,775.21,0.0,3,3,1
3181,GAB.1.2_1_2829,GAB.1.2_1,GAB,732.74,0.0,1,1,1
3182,GAB.1.2_1_2830,GAB.1.2_1,GAB,665.89,0.0,2,2,1
3183,GAB.1.2_1_2831,GAB.1.2_1,GAB,1267.81,0.0,4,4,1
3184,GAB.1.2_1_2832,GAB.1.2_1,GAB,1062.3,0.0,1,1,1
3185,GAB.1.2_1_2833,GAB.1.2_1,GAB,891.37,0.0,2,2,1
3186,GAB.1.2_1_2834,GAB.1.2_1,GAB,1798.82,0.0,4,4,1
3187,GAB.1.2_1_2835,GAB.1.2_1,GAB,1747.42,0.0,1,1,1
3188,GAB.1.2_1_2836,GAB.1.2_1,GAB,1063.13,0.0,3,3,1
3189,GAB.1.2_1_2837,GAB.1.2_1,GAB,235.65,0.0,0,0,1
3190,GAB.1.2_1_2838,GAB.1.2_1,GAB,625.19,0.0,1,1,1
3191,GAB.1.2_1_2839,GAB.1.2_1,GAB,1182.86,0.0,1,1,1
3192,GAB.1.2_1_2840,GAB.1.2_1,GAB,111.94,0.0,0,0,1
3193,GAB.1.2_1_2841,GAB.1.2_1,GAB,298.33,0.0,0,0,1
3194,GAB.1.2_1_2842,GAB.1.2_1,GAB,101.55,0.0,0,0,1
3195,GAB.1.2_1_2843,GAB.1.2_1,GAB,191.0,0.0,0,0,1
3196,GAB.1.2_1_2844,GAB.1.2_1,GAB,12750570.56,0.0,0,0,1
3197,GAB.1.2_1_2845,GAB.1.2_1,GAB,38094.53,0.0,99,"32,48,19",3
3198,GAB.1.2_1_2846,GAB.1.2_1,GAB,1013.91,0.0,0,0,1
3199,GAB.1.2_1_2847,GAB.1.2_1,GAB,5066.69,0.0,16,"15,1",2
3200,GAB.1.2_1_2848,GAB.1.2_1,GAB,4892.82,0.0,16,"14,2",2
3201,GAB.1.2_1_2849,GAB.1.2_1,GAB,19184.71,0.0,38,"16,20,2",3
3202,GAB.1.2_1_2850,GAB.1.2_1,GAB,30623.55,0.0,59,"36,23",2
3203,GAB.1.2_1_2851,GAB.1.2_1,GAB,19026.22,0.0,39,"21,17,1",3
3204,GAB.1.2_1_2852,GAB.1.2_1,GAB,13529.44,0.0,25,"18,7",2
3205,GAB.1.2_1_2853,GAB.1.2_1,GAB,6444.78,0.0,24,"19,5",2
3206,GAB.1.2_1_2854,GAB.1.2_1,GAB,22325.09,0.0,31,"22,9",2
3207,GAB.1.2_1_2855,GAB.1.2_1,GAB,51027.79,0.0,73,"34,32,7",3
3208,GAB.1.2_1_2856,GAB.1.2_1,GAB,18851.76,0.0,21,"13,7,1",3
3209,GAB.1.2_1_2857,GAB.1.2_1,GAB,21791.18,0.0,38,"19,16,3",3
3210,GAB.1.2_1_2858,GAB.1.2_1,GAB,15115.34,0.0,3,3,1
3211,GAB.1.2_1_2859,GAB.1.2_1,GAB,592675.75,0.0,1114,"304,400,239,124,40,7",6
3212,GAB.1.2_1_2860,GAB.1.2_1,GAB,6947.79,0.0,0,0,1
3213,GAB.1.2_1_2861,GAB.1.2_1,GAB,5657.98,0.0,0,0,1
3214,GAB.1.2_1_2862,GAB.1.2_1,GAB,6134.29,0.0,0,0,1
3215,GAB.1.2_1_2863,GAB.1.2_1,GAB,5952.45,0.0,0,0,1
3216,GAB.1.2_1_2864,GAB.1.2_1,GAB,7882.84,0.0,0,0,1
3217,GAB.1.2_1_2865,GAB.1.2_1,GAB,4140.24,0.0,0,0,1
3218,GAB.1.2_1_2866,GAB.1.2_1,GAB,5844.48,0.0,4,4,1
3219,GAB.1.2_1_2867,GAB.1.2_1,GAB,2767.18,0.0,2,2,1
3220,GAB.1.2_1_2868,GAB.1.2_1,GAB,5296.61,0.0,17,"10,7",2
3221,GAB.1.2_1_2869,GAB.1.2_1,GAB,8645.19,0.0,14,"13,1",2
3222,GAB.1.2_1_2870,GAB.1.2_1,GAB,4612.21,0.0,12,"7,5",2
3223,GAB.1.2_1_2871,GAB.1.2_1,GAB,7568.45,0.0,13,"10,3",2
3224,GAB.1.2_1_2872,GAB.1.2_1,GAB,14268.3,0.0,34,"15,14,5",3
3225,GAB.1.2_1_2873,GAB.1.2_1,GAB,18204.38,0.0,24,"14,9,1",3
3226,GAB.1.2_1_2874,GAB.1.2_1,GAB,13362.21,0.0,28,"10,14,4",3
3227,GAB.1.2_1_2875,GAB.1.2_1,GAB,10038.78,0.0,1,1,1
3228,GAB.1.2_1_2876,GAB.1.2_1,GAB,17832.77,0.0,0,0,1
3229,GAB.1.2_1_2877,GAB.1.2_1,GAB,7529.4,0.0,0,0,1
3230,GAB.1.2_1_2878,GAB.1.2_1,GAB,331.75,0.0,0,0,1
3231,GAB.1.2_1_2879,GAB.1.2_1,GAB,581.21,0.0,0,0,1
3232,GAB.1.2_1_2880,GAB.1.2_1,GAB,1216.93,0.0,0,0,1
3233,GAB.1.2_1_2881,GAB.1.2_1,GAB,1161.11,0.0,0,0,1
3234,GAB.1.2_1_2882,GAB.1.2_1,GAB,868.81,0.0,0,0,1
3235,GAB.1.2_1_2883,GAB.1.2_1,GAB,201.13,0.0,0,0,1
3236,GAB.1.2_1_2884,GAB.1.2_1,GAB,201.24,0.0,0,0,1
3237,GAB.1.2_1_2885,GAB.1.2_1,GAB,125.78,0.0,0,0,1
3238,GAB.1.2_1_2886,GAB.1.2_1,GAB,2785.85,0.0,0,0,1
3239,GAB.1.2_1_2887,GAB.1.2_1,GAB,79.99,0.0,0,0,1
3240,GAB.1.2_1_2888,GAB.1.2_1,GAB,94.68,0.0,0,0,1
3241,GAB.1.2_1_2889,GAB.1.2_1,GAB,481.63,0.0,0,0,1
3242,GAB.1.2_1_2890,GAB.1.2_1,GAB,288.2,0.0,0,0,1
3243,GAB.1.2_1_2891,GAB.1.2_1,GAB,242.33,0.0,0,0,1
3244,GAB.1.2_1_2892,GAB.1.2_1,GAB,1027.21,0.0,0,0,1
3245,GAB.1.2_1_2893,GAB.1.2_1,GAB,344.33,0.0,0,0,1
3246,GAB.1.2_1_2894,GAB.1.2_1,GAB,60173237.57,0.0,0,0,1
3247,GAB.1.2_1_2895,GAB.1.2_1,GAB,61343473.44,0.0,0,0,1
3248,GAB.1.2_1_2896,GAB.1.2_1,GAB,7251142.73,0.0,0,0,1
3249,GAB.1.2_1_2897,GAB.1.2_1,GAB,5979127.82,0.0,0,0,1
3250,GAB.1.2_1_2898,GAB.1.2_1,GAB,3169891.51,0.0,0,0,1
3251,GAB.1.2_1_2899,GAB.1.2_1,GAB,33461995.07,0.0,0,0,1
3252,GAB.1.2_1_2900,GAB.1.2_1,GAB,344736.04,0.0,0,0,1
3253,GAB.1.2_1_2901,GAB.1.2_1,GAB,12921167.24,0.0,0,0,1
3254,GAB.1.2_1_2902,GAB.1.2_1,GAB,12412763.21,0.0,0,0,1
3255,GAB.1.2_1_2903,GAB.1.2_1,GAB,16170256.33,0.0,0,0,1
3256,GAB.1.2_1_2904,GAB.1.2_1,GAB,6605765.43,0.0,0,0,1
3257,GAB.1.2_1_2905,GAB.1.2_1,GAB,1319143.59,0.0,0,0,1
3258,GAB.1.2_1_2906,GAB.1.2_1,GAB,230.54,0.0,0,0,1
3259,GAB.1.2_1_2907,GAB.1.2_1,GAB,48077.67,0.0,0,0,1
3260,GAB.1.2_1_2908,GAB.1.2_1,GAB,17951864.36,0.0,0,0,1
3261,GAB.1.2_1_2909,GAB.1.2_1,GAB,64894.35,0.0,0,0,1
3262,GAB.1.2_1_2910,GAB.1.2_1,GAB,532628.07,0.0,0,0,1
3263,GAB.1.2_1_2911,GAB.1.2_1,GAB,643789.08,0.0,0,0,1
3264,GAB.1.2_1_2912,GAB.1.2_1,GAB,5054890.15,0.0,0,0,1
3265,GAB.1.2_1_2913,GAB.1.2_1,GAB,2245338.65,0.0,0,0,1
3266,GAB.1.2_1_2914,GAB.1.2_1,GAB,436.52,0.0,0,0,1
3267,GAB.1.2_1_2915,GAB.1.2_1,GAB,154433.74,0.0,0,0,1
3268,GAB.1.2_1_2916,GAB.1.2_1,GAB,8765740.73,0.0,0,0,1
3269,GAB.1.2_1_2917,GAB.1.2_1,GAB,420381.38,0.0,0,0,1
3270,GAB.1.2_1_2918,GAB.1.2_1,GAB,71056.38,0.0,0,0,1
3271,GAB.1.2_1_2919,GAB.1.2_1,GAB,25762759.92,0.0,120,"29,31,32,13,9,6",6
3272,GAB.1.2_1_2920,GAB.1.2_1,GAB,21547.31,0.0,0,0,1
3273,GAB.1.2_1_2921,GAB.1.2_1,GAB,1728.23,0.0,0,0,1
3274,GAB.1.2_1_2922,GAB.1.2_1,GAB,718189.79,0.0,66,"25,31,8,2",4
3275,GAB.1.2_1_2923,GAB.1.2_1,GAB,28813.97,0.0,7,"4,3",2
3276,GAB.1.2_1_2924,GAB.1.2_1,GAB,20693.79,0.0,6,"5,1",2
3277,GAB.1.2_1_2925,GAB.1.2_1,GAB,1273.18,0.0,0,0,1
3278,GAB.1.2_1_2926,GAB.1.2_1,GAB,0.96,0.0,0,0,1
3279,GAB.1.2_1_2927,GAB.1.2_1,GAB,109.55,0.0,0,0,1
3280,GAB.1.2_1_2928,GAB.1.2_1,GAB,148.44,0.0,0,0,1
3281,GAB.1.2_1_2929,GAB.1.2_1,GAB,5.23,0.0,0,0,1
3282,GAB.1.2_1_2930,GAB.1.2_1,GAB,549.35,0.0,0,0,1
3283,GAB.1.2_1_2931,GAB.1.2_1,GAB,113.36,0.0,0,0,1
3284,GAB.1.2_1_2932,GAB.1.2_1,GAB,0.55,0.0,0,0,1
3285,GAB.1.2_1_2933,GAB.1.2_1,GAB,15.45,0.0,0,0,1
3286,GAB.1.2_1_2934,GAB.1.2_1,GAB,50.96,0.0,0,0,1
3287,GAB.1.2_1_2935,GAB.1.2_1,GAB,4.2,0.0,0,0,1
3288,GAB.1.2_1_2936,GAB.1.2_1,GAB,282.04,0.0,0,0,1
3289,GAB.1.2_1_2937,GAB.1.2_1,GAB,84.6,0.0,0,0,1
3290,GAB.1.2_1_2938,GAB.1.2_1,GAB,0.22,0.0,0,0,1
3291,GAB.1.2_1_2939,GAB.1.2_1,GAB,10.68,0.0,0,0,1
3292,GAB.1.2_1_2940,GAB.1.2_1,GAB,31.6,0.0,0,0,1
3293,GAB.1.2_1_2941,GAB.1.2_1,GAB,10.73,0.0,0,0,1
3294,GAB.1.2_1_2942,GAB.1.2_1,GAB,120.87,0.0,0,0,1
3295,GAB.1.2_1_2943,GAB.1.2_1,GAB,117812.45,0.0,154,"46,71,31,6",4
3296,GAB.1.2_1_2944,GAB.1.2_1,GAB,359634.81,0.0,377,"80,124,99,48,23,3",6
3297,GAB.1.2_1_2945,GAB.1.2_1,GAB,59962.96,0.0,37,"20,14,3",3
3298,GAB.1.2_1_2946,GAB.1.2_1,GAB,1296548.81,0.0,388,"102,116,104,58,8",5
3299,GAB.1.2_1_2947,GAB.1.2_1,GAB,46502.18,0.0,28,"20,8",2
3300,GAB.1.2_1_2948,GAB.1.2_1,GAB,86534.96,0.0,38,"26,11,1",3
3301,GAB.1.2_1_2949,GAB.1.2_1,GAB,12672.89,0.0,0,0,1
3302,GAB.1.2_1_2950,GAB.1.2_1,GAB,3129.05,0.0,0,0,1
3303,GAB.1.2_1_2951,GAB.1.2_1,GAB,129.91,0.0,0,0,1
3304,GAB.1.2_1_2952,GAB.1.2_1,GAB,317111.66,0.0,92,"27,42,22,1",4
3305,GAB.1.2_1_2953,GAB.1.2_1,GAB,4624.53,0.0,0,0,1
3306,GAB.1.2_1_2954,GAB.1.2_1,GAB,10045.08,0.0,0,0,1
3307,GAB.1.2_1_2955,GAB.1.2_1,GAB,2521.3,0.0,0,0,1
3308,GAB.1.2_1_2956,GAB.1.2_1,GAB,40929.93,0.0,4,4,1
3309,GAB.1.2_1_2957,GAB.1.2_1,GAB,661.91,0.0,0,0,1
3310,GAB.1.2_1_2958,GAB.1.2_1,GAB,5464.27,0.0,0,0,1
3311,GAB.1.2_1_2959,GAB.1.2_1,GAB,8131182.81,0.0,31,"19,6,6",3
3312,GAB.1.2_1_2960,GAB.1.2_1,GAB,27082.56,0.0,0,0,1
3313,GAB.1.2_1_2961,GAB.1.2_1,GAB,70319.07,0.0,43,"8,11,8,6,6,4",6
3314,GAB.1.2_1_2962,GAB.1.2_1,GAB,109463.34,0.0,12,"8,4",2
3315,GAB.1.2_1_2963,GAB.1.2_1,GAB,109867.15,0.0,0,0,1
3316,GAB.1.2_1_2964,GAB.1.2_1,GAB,21649.92,0.0,0,0,1
3317,GAB.1.2_1_2965,GAB.1.2_1,GAB,3228216.69,0.0,170,"74,75,21",3
3318,GAB.1.2_1_2966,GAB.1.2_1,GAB,937075.53,0.0,80,"38,36,6",3
3319,GAB.1.2_1_2967,GAB.1.2_1,GAB,1711.67,0.0,3,3,1
3320,GAB.1.2_1_2968,GAB.1.2_1,GAB,4592.15,0.0,8,"7,1",2
3321,GAB.1.2_1_2969,GAB.1.2_1,GAB,7585.54,0.0,5,"3,2",2
3322,GAB.1.2_1_2970,GAB.1.2_1,GAB,89302.06,0.0,138,"43,62,30,3",4
3323,GAB.1.2_1_2971,GAB.1.2_1,GAB,16990.52,0.0,41,"17,22,2",3
3324,GAB.1.2_1_2972,GAB.1.2_1,GAB,1692.59,0.0,1,1,1
3325,GAB.1.2_1_2973,GAB.1.2_1,GAB,3590.65,0.0,3,3,1
3326,GAB.1.2_1_2974,GAB.1.2_1,GAB,14985.45,0.0,6,"5,1",2
3327,GAB.1.2_1_2975,GAB.1.2_1,GAB,2190.22,0.0,0,0,1
3328,GAB.1.2_1_2976,GAB.1.2_1,GAB,170918.16,0.0,16,"13,3",2
3329,GAB.1.2_1_2977,GAB.1.2_1,GAB,231206.88,0.0,56,"37,19",2
3330,GAB.1.2_1_2978,GAB.1.2_1,GAB,194942.79,0.0,306,"97,118,74,17",4
3331,GAB.1.2_1_2979,GAB.1.2_1,GAB,876.57,0.0,0,0,1
3332,GAB.1.2_1_2980,GAB.1.2_1,GAB,10708.72,0.0,10,10,1
3333,GAB.1.2_1_2981,GAB.1.2_1,GAB,12642.88,0.0,5,"4,1",2
3334,GAB.1.2_1_2982,GAB.1.2_1,GAB,4433.43,0.0,5,5,1
3335,GAB.1.2_1_2983,GAB.1.2_1,GAB,134668.98,0.0,13,"12,1",2
3336,GAB.1.2_1_2984,GAB.1.2_1,GAB,15674.58,0.0,4,4,1
3337,GAB.1.2_1_2985,GAB.1.2_1,GAB,1451.55,0.0,0,0,1
3338,GAB.1.2_1_2986,GAB.1.2_1,GAB,1401.39,0.0,0,0,1
3339,GAB.1.2_1_2987,GAB.1.2_1,GAB,156594.72,0.0,9,"6,3",2
3340,GAB.1.2_1_2988,GAB.1.2_1,GAB,1011.96,0.0,0,0,1
3341,GAB.1.2_1_2989,GAB.1.2_1,GAB,1647.57,0.0,0,0,1
3342,GAB.1.2_1_2990,GAB.1.2_1,GAB,16859.48,0.0,20,"11,9",2
3343,GAB.1.2_1_2991,GAB.1.2_1,GAB,135190.7,0.0,29,"22,7",2
3344,GAB.1.2_1_2992,GAB.1.2_1,GAB,1438.22,0.0,5,5,1
3345,GAB.1.2_1_2993,GAB.1.2_1,GAB,2387.05,0.0,5,5,1
3346,GAB.1.2_1_2994,GAB.1.2_1,GAB,3317.77,0.0,4,4,1
3347,GAB.1.2_1_2995,GAB.1.2_1,GAB,1583.88,0.0,0,0,1
3348,GAB.1.2_1_2996,GAB.1.2_1,GAB,75.38,0.0,0,0,1
3349,GAB.1.2_1_2997,GAB.1.2_1,GAB,6803.34,0.0,7,7,1
3350,GAB.1.2_1_2998,GAB.1.2_1,GAB,7786.52,0.0,7,7,1
3351,GAB.1.2_1_2999,GAB.1.2_1,GAB,392199.15,0.0,0,0,1
3352,GAB.1.2_1_3000,GAB.1.2_1,GAB,401605.83,0.0,0,0,1
3353,GAB.1.2_1_3001,GAB.1.2_1,GAB,110711.15,0.0,0,0,1
3354,GAB.1.2_1_3002,GAB.1.2_1,GAB,56979.69,0.0,0,0,1
3355,GAB.1.2_1_3003,GAB.1.2_1,GAB,19711.36,0.0,0,0,1
3356,GAB.1.2_1_3004,GAB.1.2_1,GAB,4618.4,0.0,5,5,1
3357,GAB.1.2_1_3005,GAB.1.2_1,GAB,11944.8,0.0,13,"11,2",2
3358,GAB.1.2_1_3006,GAB.1.2_1,GAB,17856.24,0.0,21,"11,10",2
3359,GAB.1.2_1_3007,GAB.1.2_1,GAB,56100.61,0.0,100,"32,36,28,4",4
3360,GAB.1.2_1_3008,GAB.1.2_1,GAB,61064.28,0.0,94,"25,32,30,7",4
3361,GAB.1.2_1_3009,GAB.1.2_1,GAB,32474.3,0.0,122,"28,34,32,20,8",5
3362,GAB.1.2_1_3010,GAB.1.2_1,GAB,177736.98,0.0,266,"84,89,60,29,4",5
3363,GAB.1.2_1_3011,GAB.1.2_1,GAB,41510.67,0.0,90,"39,37,14",3
3364,GAB.1.2_1_3012,GAB.1.2_1,GAB,69325.2,0.0,173,"71,78,22,2",4
3365,GAB.1.2_1_3013,GAB.1.2_1,GAB,348042.35,0.0,681,"164,206,154,92,43,20,2",7
3366,GAB.1.2_1_3014,GAB.1.2_1,GAB,71754.07,0.0,72,"34,26,12",3
3367,GAB.1.2_1_3015,GAB.1.2_1,GAB,4586.99,0.0,3,3,1
3368,GAB.1.2_1_3016,GAB.1.2_1,GAB,184859.1,0.0,238,"79,93,54,12",4
3369,GAB.1.2_1_3017,GAB.1.2_1,GAB,16535.22,0.0,61,"26,23,11,1",4
3370,GAB.1.2_1_3018,GAB.1.2_1,GAB,935.54,0.0,2,2,1
3371,GAB.1.2_1_3019,GAB.1.2_1,GAB,8.12,0.0,0,0,1
3372,GAB.1.2_1_3020,GAB.1.2_1,GAB,860.93,0.0,3,3,1
3373,GAB.1.2_1_3021,GAB.1.2_1,GAB,858.39,0.0,1,1,1
3374,GAB.1.2_1_3022,GAB.1.2_1,GAB,160.7,0.0,0,0,1
3375,GAB.1.2_1_3023,GAB.1.2_1,GAB,370.66,0.0,0,0,1
3376,GAB.1.2_1_3024,GAB.1.2_1,GAB,186.32,0.0,0,0,1
3377,GAB.1.2_1_3025,GAB.1.2_1,GAB,20050.4,0.0,12,"11,1",2
3378,GAB.1.2_1_3026,GAB.1.2_1,GAB,17477.83,0.0,42,"30,12",2
3379,GAB.1.2_1_3027,GAB.1.2_1,GAB,12380.51,0.0,1,1,1
3380,GAB.1.2_1_3028,GAB.1.2_1,GAB,25152.11,0.0,34,"21,13",2
3381,GAB.1.2_1_3029,GAB.1.2_1,GAB,361.85,0.0,0,0,1
3382,GAB.1.2_1_3030,GAB.1.2_1,GAB,26229.11,0.0,18,"13,5",2
3383,GAB.1.2_1_3031,GAB.1.2_1,GAB,33883.55,0.0,13,"11,2",2
3384,GAB.1.2_1_3032,GAB.1.2_1,GAB,6052.69,0.0,2,2,1
3385,GAB.1.2_1_3033,GAB.1.2_1,GAB,8402.01,0.0,17,"12,5",2
3386,GAB.1.2_1_3034,GAB.1.2_1,GAB,7311.78,0.0,17,"11,6",2
3387,GAB.1.2_1_3035,GAB.1.2_1,GAB,13067.49,0.0,53,"20,22,11",3
3388,GAB.1.2_1_3036,GAB.1.2_1,GAB,11959.0,0.0,20,"9,10,1",3
3389,GAB.1.2_1_3037,GAB.1.2_1,GAB,70201.61,0.0,106,"44,44,17,1",4
3390,GAB.1.2_1_3038,GAB.1.2_1,GAB,1071587.83,0.0,12,"7,5",2
3391,GAB.1.2_1_3039,GAB.1.2_1,GAB,4734.28,0.0,0,0,1
3392,GAB.1.2_1_3040,GAB.1.2_1,GAB,2436.8,0.0,0,0,1
3393,GAB.1.2_1_3041,GAB.1.2_1,GAB,3883.25,0.0,0,0,1
3394,GAB.1.2_1_3042,GAB.1.2_1,GAB,295.59,0.0,0,0,1
3395,GAB.1.2_1_3043,GAB.1.2_1,GAB,3782.62,0.0,0,0,1
3396,GAB.1.2_1_3044,GAB.1.2_1,GAB,469.78,0.0,0,0,1
3397,GAB.1.2_1_3045,GAB.1.2_1,GAB,6551.12,0.0,0,0,1
3398,GAB.1.2_1_3046,GAB.1.2_1,GAB,5151.52,0.0,0,0,1
3399,GAB.1.2_1_3047,GAB.1.2_1,GAB,246.06,0.0,0,0,1
3400,GAB.1.2_1_3048,GAB.1.2_1,GAB,288.85,0.0,0,0,1
3401,GAB.1.2_1_3049,GAB.1.2_1,GAB,32.95,0.0,0,0,1
3402,GAB.1.2_1_3050,GAB.1.2_1,GAB,424.03,0.0,0,0,1
3403,GAB.1.2_1_3051,GAB.1.2_1,GAB,7.73,0.0,0,0,1
3404,GAB.1.2_1_3052,GAB.1.2_1,GAB,2.99,0.0,0,0,1
3405,GAB.1.2_1_3053,GAB.1.2_1,GAB,72.08,0.0,0,0,1
3406,GAB.1.2_1_3054,GAB.1.2_1,GAB,418.26,0.0,0,0,1
3407,GAB.1.2_1_3055,GAB.1.2_1,GAB,418.25,0.0,0,0,1
3408,GAB.1.2_1_3056,GAB.1.2_1,GAB,5279.35,0.0,2,2,1
3409,GAB.1.2_1_3057,GAB.1.2_1,GAB,30.27,0.0,0,0,1
3410,GAB.1.2_1_3058,GAB.1.2_1,GAB,490.92,0.0,0,0,1
3411,GAB.1.2_1_3059,GAB.1.2_1,GAB,137.5,0.0,0,0,1
3412,GAB.1.2_1_3060,GAB.1.2_1,GAB,381.79,0.0,0,0,1
3413,GAB.1.2_1_3061,GAB.1.2_1,GAB,151.12,0.0,0,0,1
3414,GAB.1.2_1_3062,GAB.1.2_1,GAB,129.78,0.0,0,0,1
3415,GAB.1.2_1_3063,GAB.1.2_1,GAB,3923.62,0.0,0,0,1
3416,GAB.1.2_1_3064,GAB.1.2_1,GAB,235.97,0.0,0,0,1
3417,GAB.1.2_1_3065,GAB.1.2_1,GAB,44.0,0.0,0,0,1
3418,GAB.1.2_1_3066,GAB.1.2_1,GAB,4.72,0.0,0,0,1
3419,GAB.1.2_1_3067,GAB.1.2_1,GAB,550.99,0.0,0,0,1
3420,GAB.1.2_1_3068,GAB.1.2_1,GAB,130.64,0.0,0,0,1
3421,GAB.1.2_1_3069,GAB.1.2_1,GAB,267296.37,0.0,510,"106,137,115,94,55,3",6
3422,GAB.1.2_1_3070,GAB.1.2_1,GAB,1144.02,0.0,0,0,1
3423,GAB.1.2_1_3071,GAB.1.2_1,GAB,271.73,0.0,0,0,1
3424,GAB.1.2_1_3072,GAB.1.2_1,GAB,377.22,0.0,1,1,1
3425,GAB.1.2_1_3073,GAB.1.2_1,GAB,86.28,0.0,0,0,1
3426,GAB.1.2_1_3074,GAB.1.2_1,GAB,389.77,0.0,0,0,1
3427,GAB.1.2_1_3075,GAB.1.2_1,GAB,161.86,0.0,0,0,1
3428,GAB.1.2_1_3076,GAB.1.2_1,GAB,106.29,0.0,0,0,1
3429,GAB.1.2_1_3077,GAB.1.2_1,GAB,1134.27,0.0,0,0,1
3430,GAB.1.2_1_3078,GAB.1.2_1,GAB,306.21,0.0,0,0,1
3431,GAB.1.2_1_3079,GAB.1.2_1,GAB,952.48,0.0,0,0,1
3432,GAB.1.2_1_3080,GAB.1.2_1,GAB,1114.64,0.0,0,0,1
3433,GAB.1.2_1_3081,GAB.1.2_1,GAB,207.27,0.0,0,0,1
3434,GAB.1.2_1_3082,GAB.1.2_1,GAB,95.68,0.0,0,0,1
3435,GAB.1.2_1_3083,GAB.1.2_1,GAB,743.56,0.0,1,1,1
3436,GAB.1.2_1_3084,GAB.1.2_1,GAB,294.52,0.0,0,0,1
3437,GAB.1.2_1_3085,GAB.1.2_1,GAB,222.32,0.0,0,0,1
3438,GAB.1.2_1_3086,GAB.1.2_1,GAB,114.96,0.0,0,0,1
3439,GAB.1.2_1_3087,GAB.1.2_1,GAB,204.5,0.0,0,0,1
3440,GAB.1.2_1_3088,GAB.1.2_1,GAB,136.12,0.0,0,0,1
3441,GAB.1.2_1_3089,GAB.1.2_1,GAB,143.74,0.0,0,0,1
3442,GAB.1.2_1_3090,GAB.1.2_1,GAB,8811.7,0.0,3,3,1
3443,GAB.1.2_1_3091,GAB.1.2_1,GAB,90.5,0.0,0,0,1
3444,GAB.1.2_1_3092,GAB.1.2_1,GAB,1531.74,0.0,0,0,1
3445,GAB.1.2_1_3093,GAB.1.2_1,GAB,23234.49,0.0,89,"32,44,13",3
3446,GAB.1.2_1_3094,GAB.1.2_1,GAB,25247.37,0.0,82,"19,28,23,12",4
3447,GAB.1.2_1_3095,GAB.1.2_1,GAB,2951.16,0.0,8,"6,2",2
3448,GAB.1.2_1_3096,GAB.1.2_1,GAB,13729.87,0.0,45,"22,22,1",3
3449,GAB.1.2_1_3097,GAB.1.2_1,GAB,2164.76,0.0,1,1,1
3450,GAB.1.2_1_3098,GAB.1.2_1,GAB,807.33,0.0,0,0,1
3451,GAB.1.2_1_3099,GAB.1.2_1,GAB,643.94,0.0,0,0,1
3452,GAB.1.2_1_3100,GAB.1.2_1,GAB,2181.02,0.0,4,4,1
3453,GAB.1.2_1_3101,GAB.1.2_1,GAB,619.36,0.0,0,0,1
3454,GAB.1.2_1_3102,GAB.1.2_1,GAB,1251.33,0.0,0,0,1
3455,GAB.1.2_1_3103,GAB.1.2_1,GAB,2856.6,0.0,0,0,1
3456,GAB.1.2_1_3104,GAB.1.2_1,GAB,1802.63,0.0,0,0,1
3457,GAB.1.2_1_3105,GAB.1.2_1,GAB,630.68,0.0,0,0,1
3458,GAB.1.2_1_3106,GAB.1.2_1,GAB,1388.58,0.0,0,0,1
3459,GAB.1.2_1_3107,GAB.1.2_1,GAB,1097.4,0.0,0,0,1
3460,GAB.1.2_1_3108,GAB.1.2_1,GAB,120.29,0.0,0,0,1
3461,GAB.1.2_1_3109,GAB.1.2_1,GAB,596.77,0.0,0,0,1
3462,GAB.1.2_1_3110,GAB.1.2_1,GAB,1187.13,0.0,1,1,1
3463,GAB.1.2_1_3111,GAB.1.2_1,GAB,533.8,0.0,0,0,1
3464,GAB.1.2_1_3112,GAB.1.2_1,GAB,321.31,0.0,0,0,1
3465,GAB.1.2_1_3113,GAB.1.2_1,GAB,283.79,0.0,0,0,1
3466,GAB.1.2_1_3114,GAB.1.2_1,GAB,417.0,0.0,0,0,1
3467,GAB.1.2_1_3115,GAB.1.2_1,GAB,503.68,0.0,0,0,1
3468,GAB.1.2_1_3116,GAB.1.2_1,GAB,793.31,0.0,0,0,1
3469,GAB.1.2_1_3117,GAB.1.2_1,GAB,133.32,0.0,0,0,1
3470,GAB.1.2_1_3118,GAB.1.2_1,GAB,1758.84,0.0,0,0,1
3471,GAB.1.2_1_3119,GAB.1.2_1,GAB,13039.41,0.0,26,"14,12",2
3472,GAB.1.2_1_3120,GAB.1.2_1,GAB,24044.79,0.0,40,"19,21",2
3473,GAB.1.2_1_3121,GAB.1.2_1,GAB,10886.91,0.0,20,"12,8",2
3474,GAB.1.2_1_3122,GAB.1.2_1,GAB,44219.43,0.0,73,"29,28,15,1",4
